State,Year,Month,Civilian non-institutional population,Civilian labor force,Employed,Unemployed
South Dakota,2015,6,"647,170","449,963","435,802","14,161"
Tennessee,2015,6,"5,152,521","3,057,336","2,882,651","174,685"
Texas,2015,6,"20,496,743","13,069,936","12,495,242","574,694"
Utah,2015,6,"2,136,273","1,459,024","1,405,780","53,244"
Vermont,2015,6,"514,374","344,857","332,558","12,299"
Virginia,2015,6,"6,489,072","4,218,688","4,029,725","188,963"
Washington,2015,6,"5,610,142","3,546,806","3,347,419","199,387"
West Virginia,2015,6,"1,479,637","783,146","728,276","54,870"
Wisconsin,2015,6,"4,542,261","3,087,109","2,947,161","139,948"
Wyoming,2015,6,"450,734","304,380","291,150","13,230"
Alabama,2015,7,"3,797,556","2,162,981","2,029,739","133,242"
Alaska,2015,7,"541,857","363,167","339,696","23,471"
Arizona,2015,7,"5,275,819","3,165,937","2,974,937","191,000"
Arkansas,2015,7,"2,297,963","1,332,142","1,265,765","66,377"
California,2015,7,"30,314,940","18,820,107","17,670,644","1,149,463"
Los Angeles County,2015,7,"8,008,076","4,972,309","4,649,371","322,938"
Colorado,2015,7,"4,235,056","2,823,123","2,714,574","108,549"
Connecticut,2015,7,"2,871,208","1,885,082","1,779,287","105,795"
Delaware,2015,7,"745,720","466,269","443,723","22,546"
District of Columbia,2015,7,"556,277","389,384","363,005","26,379"
Florida,2015,7,"16,264,655","9,587,977","9,067,857","520,120"
Georgia,2015,7,"7,761,306","4,763,659","4,480,434","283,225"
Hawaii,2015,7,"1,086,087","673,942","650,288","23,654"
Idaho,2015,7,"1,245,165","795,741","763,048","32,693"
Illinois,2015,7,"10,052,724","6,508,842","6,125,365","383,477"
Indiana,2015,7,"5,114,259","3,263,980","3,111,489","152,491"
Iowa,2015,7,"2,430,435","1,695,446","1,632,401","63,045"
Kansas,2015,7,"2,203,702","1,488,716","1,427,093","61,623"
Kentucky,2015,7,"3,441,621","1,976,275","1,873,403","102,872"
Louisiana,2015,7,"3,567,287","2,153,539","2,021,216","132,323"
Maine,2015,7,"1,090,341","681,899","652,713","29,186"
Maryland,2015,7,"4,697,401","3,143,255","2,984,790","158,465"
Massachusetts,2015,7,"5,503,800","3,583,980","3,412,819","171,161"
Michigan,2015,7,"7,880,447","4,753,877","4,499,799","254,078"
Minnesota,2015,7,"4,281,310","3,001,995","2,891,466","110,529"
Mississippi,2015,7,"2,277,630","1,265,995","1,186,716","79,279"
Missouri,2015,7,"4,733,122","3,074,280","2,922,956","151,324"
Montana,2015,7,"814,007","517,370","495,812","21,558"
Nebraska,2015,7,"1,440,356","1,007,090","976,350","30,740"
Nevada,2015,7,"2,235,473","1,408,293","1,313,516","94,777"
New Hampshire,2015,7,"1,088,472","745,346","720,643","24,703"
New Jersey,2015,7,"7,011,730","4,483,529","4,228,258","255,271"
New Mexico,2015,7,"1,610,058","934,525","873,898","60,627"
New York,2015,7,"15,717,075","9,554,722","9,061,246","493,476"
New York city,2015,7,"6,802,104","4,094,497","3,871,392","223,105"
North Carolina,2015,7,"7,790,261","4,774,945","4,498,453","276,492"
North Dakota,2015,7,"580,528","412,143","400,406","11,737"
Ohio,2015,7,"9,123,492","5,692,230","5,420,280","271,950"
Oklahoma,2015,7,"2,973,117","1,834,622","1,752,870","81,752"
Oregon,2015,7,"3,212,115","1,978,665","1,867,764","110,901"
Pennsylvania,2015,7,"10,212,708","6,416,096","6,078,208","337,888"
Rhode Island,2015,7,"855,184","554,507","521,766","32,741"
South Carolina,2015,7,"3,821,721","2,273,546","2,139,834","133,712"
South Dakota,2015,7,"647,523","449,992","436,011","13,981"
Tennessee,2015,7,"5,156,877","3,054,771","2,883,967","170,804"
Texas,2015,7,"20,532,898","13,078,000","12,501,778","576,222"
Utah,2015,7,"2,139,871","1,461,671","1,408,428","53,243"
Vermont,2015,7,"514,524","344,407","332,209","12,198"
Virginia,2015,7,"6,493,632","4,213,773","4,029,769","184,004"
Washington,2015,7,"5,618,430","3,549,667","3,350,958","198,709"
West Virginia,2015,7,"1,479,321","782,598","728,662","53,936"
Wisconsin,2015,7,"4,544,084","3,087,842","2,950,100","137,742"
Wyoming,2015,7,"450,947","304,080","290,778","13,302"
Alabama,2015,8,"3,799,251","2,162,075","2,029,663","132,412"
Alaska,2015,8,"542,277","362,957","339,431","23,526"
Arizona,2015,8,"5,285,537","3,169,022","2,979,030","189,992"
Arkansas,2015,8,"2,299,245","1,332,836","1,268,549","64,287"
California,2015,8,"30,341,108","18,814,621","17,686,845","1,127,776"
Los Angeles County,2015,8,"8,011,936","4,966,035","4,653,506","312,529"
Colorado,2015,8,"4,242,814","2,824,036","2,718,319","105,717"
Connecticut,2015,8,"2,871,551","1,881,888","1,776,763","105,125"
Delaware,2015,8,"746,459","467,458","444,976","22,482"
District of Columbia,2015,8,"556,971","390,378","364,228","26,150"
Florida,2015,8,"16,296,349","9,594,182","9,080,367","513,815"
Georgia,2015,8,"7,771,818","4,765,560","4,486,687","278,873"
Hawaii,2015,8,"1,086,874","674,760","651,571","23,189"
Idaho,2015,8,"1,247,661","797,114","764,468","32,646"
Illinois,2015,8,"10,052,719","6,510,127","6,128,163","381,964"
Indiana,2015,8,"5,117,300","3,268,583","3,118,417","150,166"
Iowa,2015,8,"2,431,507","1,695,235","1,632,568","62,667"
Kansas,2015,8,"2,204,731","1,488,253","1,427,873","60,380"
Kentucky,2015,8,"3,443,339","1,976,141","1,873,529","102,612"
Louisiana,2015,8,"3,568,951","2,147,667","2,017,140","130,527"
Maine,2015,8,"1,090,743","681,068","652,539","28,529"
Maryland,2015,8,"4,698,990","3,143,328","2,986,966","156,362"
Massachusetts,2015,8,"5,507,309","3,580,000","3,411,127","168,873"
Michigan,2015,8,"7,884,006","4,755,590","4,507,911","247,679"
Minnesota,2015,8,"4,284,615","3,002,926","2,893,249","109,677"
Mississippi,2015,8,"2,278,303","1,267,270","1,188,303","78,967"
Missouri,2015,8,"4,734,977","3,071,946","2,925,819","146,127"
Montana,2015,8,"814,843","518,002","496,427","21,575"
Nebraska,2015,8,"1,441,465","1,007,685","976,804","30,881"
Nevada,2015,8,"2,239,375","1,409,569","1,315,771","93,798"
New Hampshire,2015,8,"1,089,246","745,333","721,229","24,104"
New Jersey,2015,8,"7,013,700","4,478,486","4,231,467","247,019"
New Mexico,2015,8,"1,610,850","934,099","873,766","60,333"
New York,2015,8,"15,719,285","9,547,385","9,065,479","481,906"
New York city,2015,8,"6,803,269","4,091,995","3,874,680","217,315"
North Carolina,2015,8,"7,801,013","4,776,483","4,504,148","272,335"
North Dakota,2015,8,"580,518","411,807","400,103","11,704"
Ohio,2015,8,"9,126,781","5,688,561","5,420,997","267,564"
Oklahoma,2015,8,"2,974,704","1,833,903","1,752,369","81,534"
Oregon,2015,8,"3,218,178","1,983,882","1,874,540","109,342"
Pennsylvania,2015,8,"10,214,766","6,414,557","6,080,455","334,102"
Rhode Island,2015,8,"855,445","553,938","521,967","31,971"
South Carolina,2015,8,"3,826,856","2,275,005","2,144,099","130,906"
South Dakota,2015,8,"648,137","450,016","436,266","13,750"
Tennessee,2015,8,"5,161,817","3,053,271","2,886,391","166,880"
Texas,2015,8,"20,567,088","13,088,345","12,508,795","579,550"
Utah,2015,8,"2,144,476","1,464,257","1,411,098","53,159"
Vermont,2015,8,"514,544","343,988","331,896","12,092"
Virginia,2015,8,"6,497,924","4,209,037","4,029,329","179,708"
Washington,2015,8,"5,628,482","3,552,953","3,354,575","198,378"
West Virginia,2015,8,"1,478,878","781,703","729,024","52,679"
Wisconsin,2015,8,"4,546,125","3,089,588","2,953,443","136,145"
Wyoming,2015,8,"450,934","303,764","290,436","13,328"
Alabama,2015,9,"3,800,951","2,161,765","2,030,331","131,434"
Alaska,2015,9,"542,721","362,746","339,113","23,633"
Arizona,2015,9,"5,295,249","3,172,263","2,983,737","188,526"
Arkansas,2015,9,"2,300,526","1,333,420","1,271,086","62,334"
California,2015,9,"30,367,304","18,815,869","17,706,715","1,109,154"
Los Angeles County,2015,9,"8,015,766","4,963,288","4,659,991","303,297"
Colorado,2015,9,"4,250,563","2,826,310","2,723,153","103,157"
Connecticut,2015,9,"2,871,942","1,879,744","1,774,936","104,808"
Delaware,2015,9,"747,230","468,575","446,170","22,405"
District of Columbia,2015,9,"557,657","391,229","365,259","25,970"
Florida,2015,9,"16,328,020","9,603,770","9,096,410","507,360"
Georgia,2015,9,"7,782,355","4,770,601","4,495,676","274,925"
Hawaii,2015,9,"1,087,628","675,591","652,891","22,700"
Idaho,2015,9,"1,250,161","798,498","765,926","32,572"
Illinois,2015,9,"10,052,834","6,512,908","6,130,997","381,911"
Indiana,2015,9,"5,120,342","3,274,389","3,125,757","148,632"
Iowa,2015,9,"2,432,625","1,695,724","1,633,276","62,448"
Kansas,2015,9,"2,205,770","1,488,145","1,428,706","59,439"
Kentucky,2015,9,"3,445,060","1,977,742","1,874,780","102,962"
Louisiana,2015,9,"3,570,608","2,142,848","2,013,302","129,546"
Maine,2015,9,"1,091,091","680,513","652,541","27,972"
Maryland,2015,9,"4,700,532","3,143,475","2,989,353","154,122"
Massachusetts,2015,9,"5,510,814","3,577,728","3,411,294","166,434"
Michigan,2015,9,"7,887,517","4,759,182","4,517,377","241,805"
Minnesota,2015,9,"4,287,940","3,004,387","2,895,400","108,987"
Mississippi,2015,9,"2,278,954","1,268,954","1,189,973","78,981"
Missouri,2015,9,"4,736,814","3,070,945","2,929,079","141,866"
Montana,2015,9,"815,699","518,785","497,183","21,602"
Nebraska,2015,9,"1,442,588","1,008,201","977,314","30,887"
Nevada,2015,9,"2,243,200","1,410,925","1,318,283","92,642"
New Hampshire,2015,9,"1,090,021","745,512","721,983","23,529"
New Jersey,2015,9,"7,015,664","4,474,724","4,235,571","239,153"
New Mexico,2015,9,"1,611,652","933,878","873,670","60,208"
New York,2015,9,"15,721,505","9,545,316","9,072,213","473,103"
New York city,2015,9,"6,804,425","4,092,590","3,878,363","214,227"
North Carolina,2015,9,"7,811,684","4,779,107","4,511,413","267,694"
North Dakota,2015,9,"580,490","411,636","399,941","11,695"
Ohio,2015,9,"9,130,070","5,687,967","5,422,086","265,881"
Oklahoma,2015,9,"2,976,365","1,833,337","1,751,944","81,393"
Oregon,2015,9,"3,224,181","1,989,537","1,881,908","107,629"
Pennsylvania,2015,9,"10,216,783","6,413,808","6,082,884","330,924"
Rhode Island,2015,9,"855,639","553,433","522,123","31,310"
South Carolina,2015,9,"3,832,168","2,276,928","2,148,296","128,632"
South Dakota,2015,9,"648,737","450,107","436,606","13,501"
Tennessee,2015,9,"5,166,764","3,054,163","2,891,506","162,657"
Texas,2015,9,"20,601,361","13,101,981","12,519,355","582,626"
Utah,2015,9,"2,149,117","1,466,908","1,413,861","53,047"
Vermont,2015,9,"514,598","343,654","331,684","11,970"
Virginia,2015,9,"6,502,175","4,205,561","4,029,258","176,303"
Washington,2015,9,"5,638,524","3,557,770","3,359,519","198,251"
West Virginia,2015,9,"1,478,478","780,938","729,435","51,503"
Wisconsin,2015,9,"4,548,146","3,092,592","2,957,552","135,040"
Wyoming,2015,9,"450,943","303,488","290,074","13,414"
Alabama,2015,10,"3,802,741","2,162,971","2,032,300","130,671"
Alaska,2015,10,"543,011","362,542","338,763","23,779"
Arizona,2015,10,"5,305,022","3,176,917","2,990,409","186,508"
Arkansas,2015,10,"2,301,853","1,334,177","1,273,561","60,616"
California,2015,10,"30,393,458","18,830,096","17,735,420","1,094,676"
Los Angeles County,2015,10,"8,019,619","4,965,609","4,670,067","295,542"
Colorado,2015,10,"4,258,232","2,830,882","2,729,813","101,069"
Connecticut,2015,10,"2,872,358","1,878,867","1,774,216","104,651"
Delaware,2015,10,"747,972","469,587","447,293","22,294"
District of Columbia,2015,10,"558,312","391,871","366,062","25,809"
Florida,2015,10,"16,359,839","9,620,273","9,119,357","500,916"
Georgia,2015,10,"7,793,180","4,780,898","4,509,137","271,761"
Hawaii,2015,10,"1,088,098","676,414","654,236","22,178"
Idaho,2015,10,"1,252,686","800,030","767,573","32,457"
Illinois,2015,10,"10,053,104","6,520,952","6,136,825","384,127"
Indiana,2015,10,"5,123,538","3,283,084","3,134,656","148,428"
Iowa,2015,10,"2,433,796","1,696,828","1,634,445","62,383"
Kansas,2015,10,"2,206,679","1,488,474","1,429,538","58,936"
Kentucky,2015,10,"3,446,768","1,981,380","1,877,563","103,817"
Louisiana,2015,10,"3,572,302","2,139,798","2,010,439","129,359"
Maine,2015,10,"1,091,521","680,417","652,877","27,540"
Maryland,2015,10,"4,702,143","3,144,384","2,992,627","151,757"
Massachusetts,2015,10,"5,514,458","3,577,835","3,414,029","163,806"
Michigan,2015,10,"7,891,238","4,766,848","4,529,361","237,487"
Minnesota,2015,10,"4,291,384","3,007,353","2,898,465","108,888"
Mississippi,2015,10,"2,279,626","1,271,266","1,192,127","79,139"
Missouri,2015,10,"4,738,752","3,072,238","2,933,465","138,773"
Montana,2015,10,"816,538","519,628","497,967","21,661"
Nebraska,2015,10,"1,443,714","1,008,660","977,838","30,822"
Nevada,2015,10,"2,247,078","1,412,381","1,321,029","91,352"
New Hampshire,2015,10,"1,090,823","745,968","722,983","22,985"
New Jersey,2015,10,"7,017,785","4,473,418","4,241,085","232,333"
New Mexico,2015,10,"1,612,408","933,974","873,721","60,253"
New York,2015,10,"15,723,968","9,552,323","9,084,409","467,914"
New York city,2015,10,"6,805,591","4,097,209","3,883,230","213,979"
North Carolina,2015,10,"7,821,943","4,785,180","4,521,814","263,366"
North Dakota,2015,10,"580,431","411,638","399,835","11,803"
Ohio,2015,10,"9,133,509","5,692,968","5,425,494","267,474"
Oklahoma,2015,10,"2,978,053","1,833,578","1,751,951","81,627"
Oregon,2015,10,"3,230,282","1,996,251","1,890,275","105,976"
Pennsylvania,2015,10,"10,219,034","6,416,898","6,087,539","329,359"
Rhode Island,2015,10,"855,937","553,167","522,374","30,793"
South Carolina,2015,10,"3,837,718","2,279,762","2,152,707","127,055"
South Dakota,2015,10,"649,352","450,291","437,020","13,271"
Tennessee,2015,10,"5,171,670","3,058,683","2,900,304","158,379"
Texas,2015,10,"20,635,729","13,122,196","12,537,645","584,551"
Utah,2015,10,"2,153,768","1,469,870","1,416,885","52,985"
Vermont,2015,10,"514,643","343,472","331,636","11,836"
Virginia,2015,10,"6,505,965","4,205,086","4,031,145","173,941"
Washington,2015,10,"5,648,313","3,565,501","3,367,152","198,349"
West Virginia,2015,10,"1,478,113","780,717","730,032","50,685"
Wisconsin,2015,10,"4,550,282","3,097,272","2,962,934","134,338"
Wyoming,2015,10,"450,956","303,291","289,645","13,646"
Alabama,2015,11,"3,804,205","2,165,764","2,035,509","130,255"
Alaska,2015,11,"543,559","362,386","338,440","23,946"
Arizona,2015,11,"5,314,273","3,183,491","2,999,291","184,200"
Arkansas,2015,11,"2,302,880","1,335,284","1,276,163","59,121"
California,2015,11,"30,418,724","18,858,558","17,773,316","1,085,242"
Los Angeles County,2015,11,"8,023,161","4,973,143","4,683,726","289,417"
Colorado,2015,11,"4,265,810","2,837,974","2,738,262","99,712"
Connecticut,2015,11,"2,872,528","1,879,195","1,774,740","104,455"
Delaware,2015,11,"748,636","470,458","448,325","22,133"
District of Columbia,2015,11,"558,925","392,365","366,733","25,632"
Florida,2015,11,"16,390,193","9,643,903","9,148,790","495,113"
Georgia,2015,11,"7,803,978","4,796,810","4,526,995","269,815"
Hawaii,2015,11,"1,089,215","677,189","655,529","21,660"
Idaho,2015,11,"1,255,047","801,806","769,491","32,315"
Illinois,2015,11,"10,052,679","6,535,516","6,146,369","389,147"
Indiana,2015,11,"5,126,031","3,295,081","3,145,123","149,958"
Iowa,2015,11,"2,434,567","1,698,179","1,635,792","62,387"
Kansas,2015,11,"2,207,557","1,489,091","1,430,260","58,831"
Kentucky,2015,11,"3,448,223","1,986,433","1,881,634","104,799"
Louisiana,2015,11,"3,573,658","2,138,611","2,008,747","129,864"
Maine,2015,11,"1,091,781","680,886","653,636","27,250"
Maryland,2015,11,"4,703,419","3,146,374","2,996,933","149,441"
Massachusetts,2015,11,"5,517,455","3,580,579","3,419,462","161,117"
Michigan,2015,11,"7,893,924","4,779,293","4,543,703","235,590"
Minnesota,2015,11,"4,294,228","3,012,066","2,902,407","109,659"
Mississippi,2015,11,"2,280,150","1,273,956","1,194,762","79,194"
Missouri,2015,11,"4,740,291","3,075,731","2,938,768","136,963"
Montana,2015,11,"817,303","520,439","498,677","21,762"
Nebraska,2015,11,"1,444,707","1,009,071","978,329","30,742"
Nevada,2015,11,"2,250,798","1,413,842","1,323,861","89,981"
New Hampshire,2015,11,"1,091,486","746,718","724,223","22,495"
New Jersey,2015,11,"7,019,049","4,474,986","4,247,347","227,639"
New Mexico,2015,11,"1,613,099","934,403","873,952","60,451"
New York,2015,11,"15,724,614","9,567,364","9,100,847","466,517"
New York city,2015,11,"6,806,490","4,105,220","3,889,224","215,996"
North Carolina,2015,11,"7,832,397","4,795,756","4,535,703","260,053"
North Dakota,2015,11,"580,401","411,785","399,710","12,075"
Ohio,2015,11,"9,135,710","5,704,311","5,431,999","272,312"
Oklahoma,2015,11,"2,979,533","1,834,755","1,752,363","82,392"
Oregon,2015,11,"3,235,936","2,004,236","1,899,646","104,590"
Pennsylvania,2015,11,"10,219,818","6,425,117","6,094,701","330,416"
Rhode Island,2015,11,"856,122","553,188","522,760","30,428"
South Carolina,2015,11,"3,843,514","2,283,650","2,157,415","126,235"
South Dakota,2015,11,"649,907","450,559","437,475","13,084"
Tennessee,2015,11,"5,176,184","3,066,564","2,912,026","154,538"
Texas,2015,11,"20,669,414","13,149,639","12,564,036","585,603"
Utah,2015,11,"2,158,202","1,473,367","1,420,301","53,066"
Vermont,2015,11,"514,646","343,457","331,759","11,698"
Virginia,2015,11,"6,510,797","4,208,081","4,035,413","172,668"
Washington,2015,11,"5,658,185","3,576,422","3,377,702","198,720"
West Virginia,2015,11,"1,477,506","781,075","730,797","50,278"
Wisconsin,2015,11,"4,551,826","3,103,488","2,969,478","134,010"
Wyoming,2015,11,"450,907","303,212","289,125","14,087"
Alabama,2015,12,"3,805,575","2,169,206","2,039,299","129,907"
Alaska,2015,12,"543,618","362,323","338,198","24,125"
Arizona,2015,12,"5,323,313","3,191,279","3,009,518","181,761"
Arkansas,2015,12,"2,303,916","1,336,483","1,278,705","57,778"
California,2015,12,"30,441,654","18,893,485","17,815,446","1,078,039"
Los Angeles County,2015,12,"8,027,019","4,983,941","4,699,819","284,122"
Colorado,2015,12,"4,272,755","2,846,562","2,747,516","99,046"
Connecticut,2015,12,"2,872,643","1,880,209","1,776,264","103,945"
Delaware,2015,12,"749,266","471,140","449,216","21,924"
District of Columbia,2015,12,"559,533","392,797","367,407","25,390"
Florida,2015,12,"16,419,638","9,669,925","9,180,636","489,289"
Georgia,2015,12,"7,814,017","4,815,799","4,547,331","268,468"
Hawaii,2015,12,"1,089,252","677,861","656,656","21,205"
Idaho,2015,12,"1,257,402","803,771","771,627","32,144"
Illinois,2015,12,"10,052,132","6,552,831","6,157,544","395,287"
Indiana,2015,12,"5,128,765","3,308,421","3,155,917","152,504"
Iowa,2015,12,"2,435,481","1,699,220","1,636,901","62,319"
Kansas,2015,12,"2,208,074","1,489,544","1,430,695","58,849"
Kentucky,2015,12,"3,449,468","1,991,683","1,886,244","105,439"
Louisiana,2015,12,"3,574,899","2,138,363","2,007,811","130,552"
Maine,2015,12,"1,092,052","681,856","654,796","27,060"
Maryland,2015,12,"4,704,315","3,148,903","3,001,702","147,201"
Massachusetts,2015,12,"5,520,574","3,585,033","3,426,836","158,197"
Michigan,2015,12,"7,896,904","4,794,185","4,558,713","235,472"
Minnesota,2015,12,"4,297,261","3,017,428","2,906,659","110,769"
Mississippi,2015,12,"2,280,547","1,276,303","1,197,416","78,887"
Missouri,2015,12,"4,741,808","3,079,522","2,943,784","135,738"
Montana,2015,12,"818,030","521,130","499,243","21,887"
Nebraska,2015,12,"1,445,628","1,009,388","978,736","30,652"
Nevada,2015,12,"2,254,336","1,415,073","1,326,531","88,542"
New Hampshire,2015,12,"1,092,183","747,675","725,600","22,075"
New Jersey,2015,12,"7,020,447","4,478,075","4,252,744","225,331"
New Mexico,2015,12,"1,613,558","935,061","874,336","60,725"
New York,2015,12,"15,725,505","9,582,950","9,116,556","466,394"
New York city,2015,12,"6,807,622","4,113,230","3,895,115","218,115"
North Carolina,2015,12,"7,841,273","4,808,514","4,551,337","257,177"
North Dakota,2015,12,"580,217","412,017","399,545","12,472"
Ohio,2015,12,"9,138,262","5,719,018","5,440,497","278,521"
Oklahoma,2015,12,"2,980,868","1,836,207","1,752,706","83,501"
Oregon,2015,12,"3,241,680","2,012,757","1,909,296","103,461"
Pennsylvania,2015,12,"10,220,997","6,436,000","6,102,351","333,649"
Rhode Island,2015,12,"856,301","553,375","523,181","30,194"
South Carolina,2015,12,"3,848,779","2,287,732","2,162,132","125,600"
South Dakota,2015,12,"650,423","450,862","437,914","12,948"
Tennessee,2015,12,"5,180,503","3,075,769","2,924,671","151,098"
Texas,2015,12,"20,701,313","13,179,976","12,594,665","585,311"
Utah,2015,12,"2,162,585","1,477,364","1,424,113","53,251"
Vermont,2015,12,"514,657","343,581","332,010","11,571"
Virginia,2015,12,"6,513,182","4,212,798","4,040,905","171,893"
Washington,2015,12,"5,667,041","3,588,994","3,390,015","198,979"
West Virginia,2015,12,"1,476,986","781,797","731,590","50,207"
Wisconsin,2015,12,"4,553,556","3,110,041","2,976,432","133,609"
Wyoming,2015,12,"450,816","303,261","288,508","14,753"
Alabama,2016,1,"3,806,737","2,172,388","2,042,932","129,456"
Alaska,2016,1,"544,515","362,326","338,026","24,300"
Arizona,2016,1,"5,332,241","3,199,470","3,019,993","179,477"
Arkansas,2016,1,"2,304,763","1,337,486","1,280,917","56,569"
California,2016,1,"30,466,355","18,926,070","17,855,481","1,070,589"
Los Angeles County,2016,1,"8,031,155","4,995,340","4,716,316","279,024"
Colorado,2016,1,"4,280,284","2,855,252","2,756,418","98,834"
Connecticut,2016,1,"2,872,571","1,881,587","1,778,448","103,139"
Delaware,2016,1,"749,960","471,595","449,898","21,697"
District of Columbia,2016,1,"560,191","393,217","368,138","25,079"
Florida,2016,1,"16,448,996","9,693,636","9,210,489","483,147"
Georgia,2016,1,"7,825,048","4,834,723","4,567,840","266,883"
Hawaii,2016,1,"1,090,993","678,412","657,553","20,859"
Idaho,2016,1,"1,259,661","805,747","773,795","31,952"
Illinois,2016,1,"10,050,952","6,567,794","6,167,588","400,206"
Indiana,2016,1,"5,130,607","3,320,240","3,165,306","154,934"
Iowa,2016,1,"2,435,959","1,699,371","1,637,272","62,099"
Kansas,2016,1,"2,209,104","1,489,470","1,430,646","58,824"
Kentucky,2016,1,"3,450,760","1,996,063","1,890,603","105,460"
Louisiana,2016,1,"3,576,100","2,137,970","2,006,984","130,986"
Maine,2016,1,"1,092,165","683,163","656,256","26,907"
Maryland,2016,1,"4,705,523","3,151,182","3,006,161","145,021"
Massachusetts,2016,1,"5,522,865","3,589,829","3,435,046","154,783"
Michigan,2016,1,"7,898,555","4,808,390","4,572,298","236,092"
Minnesota,2016,1,"4,299,516","3,022,094","2,910,450","111,644"
Mississippi,2016,1,"2,281,016","1,277,682","1,199,510","78,172"
Missouri,2016,1,"4,742,971","3,082,319","2,947,440","134,879"
Montana,2016,1,"818,726","521,657","499,647","22,010"
Nebraska,2016,1,"1,446,517","1,009,609","979,019","30,590"
Nevada,2016,1,"2,257,929","1,416,059","1,328,885","87,174"
New Hampshire,2016,1,"1,092,728","748,628","726,884","21,744"
New Jersey,2016,1,"7,021,090","4,480,839","4,255,861","224,978"
New Mexico,2016,1,"1,614,274","935,749","874,748","61,001"
New York,2016,1,"15,724,712","9,591,743","9,126,494","465,249"
New York city,2016,1,"6,809,094","4,118,145","3,899,445","218,700"
North Carolina,2016,1,"7,852,762","4,820,427","4,566,317","254,110"
North Dakota,2016,1,"580,211","412,241","399,340","12,901"
Ohio,2016,1,"9,139,320","5,732,680","5,448,886","283,794"
Oklahoma,2016,1,"2,982,272","1,837,085","1,752,370","84,715"
Oregon,2016,1,"3,246,888","2,020,960","1,918,358","102,602"
Pennsylvania,2016,1,"10,220,491","6,445,838","6,107,965","337,873"
Rhode Island,2016,1,"856,460","553,553","523,523","30,030"
South Carolina,2016,1,"3,854,849","2,291,091","2,166,397","124,694"
South Dakota,2016,1,"650,925","451,130","438,270","12,860"
Tennessee,2016,1,"5,184,655","3,084,435","2,936,397","148,038"
Texas,2016,1,"20,734,558","13,208,828","12,624,562","584,266"
Utah,2016,1,"2,166,840","1,481,650","1,428,215","53,435"
Vermont,2016,1,"514,579","343,783","332,316","11,467"
Virginia,2016,1,"6,518,557","4,217,419","4,046,321","171,098"
Washington,2016,1,"5,676,920","3,601,379","3,402,586","198,793"
West Virginia,2016,1,"1,476,141","782,601","732,293","50,308"
Wisconsin,2016,1,"4,554,468","3,115,613","2,982,875","132,738"
Wyoming,2016,1,"450,725","303,381","287,824","15,557"
Alabama,2016,2,"3,807,967","2,174,756","2,045,861","128,895"
Alaska,2016,2,"544,694","362,337","337,879","24,458"
Arizona,2016,2,"5,341,082","3,207,431","3,029,724","177,707"
Arkansas,2016,2,"2,305,721","1,338,202","1,282,661","55,541"
California,2016,2,"30,488,579","18,952,145","17,888,925","1,063,220"
Los Angeles County,2016,2,"8,034,589","5,005,535","4,731,228","274,307"
Colorado,2016,2,"4,287,348","2,863,147","2,764,171","98,976"
Connecticut,2016,2,"2,872,585","1,883,269","1,781,074","102,195"
Delaware,2016,2,"750,554","471,837","450,340","21,497"
District of Columbia,2016,2,"560,763","393,585","368,854","24,731"
Florida,2016,2,"16,477,329","9,712,896","9,235,561","477,335"
Georgia,2016,2,"7,835,135","4,851,945","4,586,811","265,134"
Hawaii,2016,2,"1,091,283","678,930","658,255","20,675"
Idaho,2016,2,"1,261,945","807,602","775,843","31,759"
Illinois,2016,2,"10,050,089","6,576,715","6,174,341","402,374"
Indiana,2016,2,"5,133,213","3,328,783","3,172,241","156,542"
Iowa,2016,2,"2,436,816","1,698,432","1,636,572","61,860"
Kansas,2016,2,"2,209,665","1,488,767","1,429,984","58,783"
Kentucky,2016,2,"3,452,009","1,999,099","1,894,362","104,737"
Louisiana,2016,2,"3,577,311","2,136,854","2,005,772","131,082"
Maine,2016,2,"1,092,382","684,668","657,907","26,761"
Maryland,2016,2,"4,706,420","3,152,907","3,009,793","143,114"
Massachusetts,2016,2,"5,525,843","3,594,275","3,443,299","150,976"
Michigan,2016,2,"7,901,274","4,820,082","4,583,086","236,996"
Minnesota,2016,2,"4,302,499","3,025,460","2,913,180","112,280"
Mississippi,2016,2,"2,281,348","1,277,989","1,200,743","77,246"
Missouri,2016,2,"4,744,344","3,083,829","2,949,106","134,723"
Montana,2016,2,"819,409","522,007","499,902","22,105"
Nebraska,2016,2,"1,447,393","1,009,726","979,150","30,576"
Nevada,2016,2,"2,261,384","1,416,961","1,331,038","85,923"
New Hampshire,2016,2,"1,093,390","749,434","727,904","21,530"
New Jersey,2016,2,"7,022,230","4,482,215","4,256,223","225,992"
New Mexico,2016,2,"1,614,673","936,303","875,026","61,277"
New York,2016,2,"15,724,962","9,590,442","9,127,609","462,833"
New York city,2016,2,"6,809,833","4,119,025","3,901,398","217,627"
North Carolina,2016,2,"7,861,664","4,829,889","4,578,941","250,948"
North Dakota,2016,2,"580,050","412,403","399,138","13,265"
Ohio,2016,2,"9,141,569","5,742,076","5,455,245","286,831"
Oklahoma,2016,2,"2,983,593","1,836,866","1,750,944","85,922"
Oregon,2016,2,"3,252,442","2,028,317","1,926,180","102,137"
Pennsylvania,2016,2,"10,221,207","6,452,328","6,110,021","342,307"
Rhode Island,2016,2,"856,604","553,657","523,745","29,912"
